DisplayName,tagname,Score
"Laurence Gonsalves","java","2598"
"Sasha Chedygov","list","2597"
"Sasha Chedygov","indexing","2597"
"Paolo Bergantino","html-select","2595"
"Ry-","css","2592"
"Frédéric Hamidi","c#","2591"
"alko","python","2590"
"Van Gale","django","2586"
"Mark","jquery","2584"
"blhsing","python","2584"
"Frédéric Hamidi","jquery-selectors","2577"
"Jeremy","python","2577"
"Pēteris Caune","python","2576"
"David Heffernan","python","2575"
"Ryan","python","2572"
"Roman Pekar","python","2568"
"Andrew Hare","python","2568"
"Alex Riley","numpy","2564"
"Mark Biek","vi","2563"
"arshajii","python","2562"
"Chris Jester-Young","c++","2560"
"Martin Geisler","dvcs","2557"
"Ayman Hourieh","shell","2555"
"Greg Hewgill","vi","2554"
"Dietrich Epp","python","2552"
"Antti Haapala","c","2551"
"Shawn Chin","python","2550"
"sorin","python","2550"
"Mark Harrison","c","2548"
"poke","c#","2547"
"schwobaseggl","python","2545"
"Jerub","python","2544"
"falsetru","python-2.7","2544"
"David Robinson","python","2540"
"Ned Batchelder","chunks","2540"
"Alec Thomas","enums","2536"
"ecatmur","c++11","2531"
"falsetru","python-3.x","2530"
"user28409","python","2527"
"David Heffernan","delphi-xe2","2526"
"Mark Biek","editor","2524"
"Markus Jarderot","python","2523"
"Bhargav Rao","python","2523"
"Aman","python","2518"
"eumiro","pandas","2516"
"Alexander","ios","2515"
"Mark Biek","keyboard-shortcuts","2515"
"Andrew Clark","string","2514"
"moshez","python","2513"
"Alec Thomas","python-3.x","2510"
"lejlot","machine-learning","2504"
"mgilson","list","2503"
"alecxe","html","2503"
"Roman Pekar","sql","2497"
"Avinash Raj","python","2497"
"thefourtheye","list","2495"
"Mark","c#","2495"
"Viktor Kerkez","python","2494"
"Mark Byers","javascript","2493"
"Wiktor Stribiżew","python","2493"
"Andrew","python","2492"
"icktoofay","javascript","2488"
"Georg Schölly","html","2488"
"Blair Conrad","parameter-passing","2482"
"Blair Conrad","pass-by-reference","2482"
"Andrew Clark","regex","2482"
"Blair Conrad","reference","2482"
"Jonathan","java","2481"
"Sasha Chedygov","jquery","2473"
"Jay","java","2472"
"Greg Hewgill","indentation","2470"
"newacct","generics","2469"
"John Feminella","big-o","2469"
"Dominic Rodger","php","2468"
"Warren Weckesser","scipy","2468"
"tdelaney","python","2467"
"CoryKramer","c++","2466"
"paxdiablo","windows","2464"
"Pēteris Caune","list","2464"
"Konrad Rudolph","vim","2464"
"Dietrich Epp","c++","2463"
"Peter","javascript","2462"
"gnud","list","2462"
"hughdbrown","python","2462"
"Nick","javascript","2461"
"Ffisegydd","python","2461"
"Mark Byers","c","2458"
"Louis","mocha","2458"
"Alok Singhal","c","2456"
"Jonny Buchanan","javascript","2455"
"Jeff","c#","2454"
"Pēteris Caune","random","2452"
"Jon Skeet","syntax","2452"
"Thomas Wouters","python-datamodel","2450"
"Thomas Wouters","metaclass","2448"
"rob","python","2447"
"Corey Goldberg","python","2446"
"Harley Holcombe","datetime","2445"
"Harley Holcombe","time","2445"
"Andrew Hare","jquery","2442"
"Sasha Chedygov","jquery-selectors","2442"
"Sasha Chedygov","css-selectors","2442"
"Chris Morgan","rust","2441"
"Triptych","variables","2437"
"Mark Longair","git-push","2436"
"Vinko Vrsalovic","unix","2433"
"askewchan","python","2433"
"Rod","environment-variables","2428"
"Alex Martelli","multithreading","2425"
"Wiktor Stribiżew","c#","2424"
"Georg Schölly","ios","2423"
"Greg Hewgill","dictionary","2421"
"moshez","magic-methods","2420"
"moshez","repr","2420"
"Akavall","python","2420"
"recursive","python","2420"
"sykora","python","2420"
"Zero Piraeus","python","2420"
"Andrew Hare","html","2417"
"John Millikin","javascript-objects","2415"
"Rostyslav Dzinko","oop","2414"
"Rostyslav Dzinko","static-methods","2414"
"Nick Johnson","python","2414"
"Rostyslav Dzinko","class-method","2414"
"John Feminella","time-complexity","2413"
"Jean-Paul Calderone","python","2411"
"Triptych","function","2410"
"Paul","git","2410"
"Triptych","scope","2406"
"Jon Skeet","initialization","2404"
"Ignacio Vazquez-Abrams","random","2402"
"unwind","malloc","2402"
"Paul H","python","2402"
"David Heffernan","delphi-7","2401"
"Miguel","flask","2400"
"Triptych","var","2400"
"Rafał Dowgird","python","2399"
"Lev Levitsky","python","2397"
"Tamás","python","2395"
"Nick","android","2390"
"Alex","ios","2390"
"Jon Skeet","properties","2388"
"Jon Skeet","class","2388"
"phihag","json","2383"
"sth","newline","2382"
"Soviut","python","2382"
"sth","echo","2381"
"adamk","python","2380"
"Lasse Vågsæther Karlsen","tsql","2377"
"Kevin","c++","2372"
"Thomas Orozco","python","2370"
"Ned Batchelder","django","2368"
"Barmar","arrays","2367"
"Mureinik","select","2364"
"Daniel","javascript","2363"
"MattDMo","sublimetext2","2363"
"unutbu","arrays","2362"
"falsetru","regex","2360"
"unwind","casting","2356"
"rayryeng","image-processing","2355"
"Adam Smith","python","2354"
"waitingkuo","dataframe","2348"
"Paul","android","2347"
"bobince","php","2344"
"Eric","java","2341"
"jcollado","python","2341"
"Harley Holcombe","integer","2340"
"Harley Holcombe","parsing","2340"
"Harley Holcombe","floating-point","2340"
"Harley Holcombe","type-conversion","2340"
"Jonathan","python","2337"
"Karl Knechtel","python","2336"
"falsetru","list","2335"
"Eric Leschinski","python","2330"
"Ryan","javascript","2329"
"Mark Hildreth","python","2329"
"6502","python","2326"
"Konrad Rudolph","vi","2325"
"furas","python","2323"
"Steven","python","2323"
"Brian R. Bondy","heap","2321"
"Mark Longair","git-config","2321"
"ghostdog74","macos","2319"
"Daniel","iphone","2318"
"lexual","pandas","2318"
"Bill Lynch","c++","2318"
"Jon Skeet","group-by","2316"
"Chris","asp.net","2315"
"Jon Skeet","singleton","2314"
"Andrew","php","2314"
"lexual","python","2314"
"jpp","python-3.x","2313"
"Laurence Gonsalves","vim","2313"
"Manoj Govindan","python","2313"
"PierreBdR","python","2312"
"Konrad Rudolph","replace","2310"
"catavaran","django","2308"
"Salvador Dali","tensorflow","2307"
"samplebias","python","2307"
"Steven","simple-injector","2305"
"Konrad Rudolph","escaping","2305"
"Swati","python","2302"
"vaultah","python","2302"
"Games Brainiac","python","2302"
"Aaron Hall","list","2301"
"Vinko Vrsalovic","grep","2300"
"Konrad Rudolph","html","2300"
"Jon Skeet","time","2298"
"deceze","mysql","2296"
"alecxe","scrapy","2296"
"Georg Schölly","sorting","2294"
"Cameron","python","2294"
"ghostdog74","process","2291"
"Rohan","django","2289"
"codaddict","algorithm","2288"
"Mark Longair","authentication","2286"
"Jon Skeet","linq-to-sql","2280"
"AKX","python","2280"
"Swati","file","2279"
"Martijn Pieters","range","2278"
"Swati","file-copying","2276"
"Swati","filesystems","2276"
"Swati","copy","2276"
"NPE","string","2275"
"jpp","dataframe","2274"
"balpha","python","2274"
"Ignacio Vazquez-Abrams","c","2271"
"Andy","docker","2269"
"ghostdog74","unix","2268"
"carl","git","2268"
"user3483203","python","2266"
"Jon Skeet",".net-4.0","2264"
"Alexander","javascript","2264"
"Lasse Vågsæther Karlsen","sql","2264"
"Thomas","sql","2262"
"Stefan","svn","2261"
"Stefan","python","2260"
"icktoofay","python","2260"
"Aman","pandas","2259"
"Divakar","vectorization","2259"
"sloth","c#","2258"
"carl","git-rm","2257"
"carl","git-add","2257"
"carl","git-commit","2257"
"Peter","git-show","2255"
"Peter","git-diff","2255"
"sepp2k","python","2254"
"Georg Schölly","css","2252"
"Rob","php","2251"
"Jon Skeet","object","2251"
"Rob","grand-central-dispatch","2251"
"lexual","dataframe","2250"
"Ciro Santilli 新疆改造中心996ICU六四事件","git","2250"
"Rohit Jain","regex","2250"
"bortzmeyer","email","2249"
"lexual","replace","2246"
"lexual","rename","2246"
"Thomas K","python","2246"
"Mark Byers","c++","2241"
"Barmar","sql","2240"
"Moinuddin Quadri","python","2240"
"bortzmeyer","validation","2238"
"Brian R. Bondy","stack","2238"
"bortzmeyer","regex","2238"
"Brian R. Bondy","dynamic-memory-allocation","2237"
"Daniel","matlab","2237"
"bortzmeyer","string-parsing","2235"
"bortzmeyer","email-validation","2235"
"unutbu","dictionary","2234"
"Colonel Panic","c#","2233"
"Wolph","python","2233"
"Mark Cidade",".net","2231"
"unutbu","python-2.7","2231"
"codelogic","newline","2229"
"zwol","c++","2229"
"Robert Rossney","c#","2228"
"paxdiablo","c#","2228"
"DSM","dataframe","2227"
"Andreas Jung","python","2227"
"Carl Meyer","django","2225"
"Martin Geisler","version-control","2220"
"Unknown","python","2218"
"Daniel Möller","keras","2215"
"Eric","javascript","2213"
"codaddict","linux","2211"
"Tom","android","2208"
"Ben","html","2207"
"Martijn Pieters","regex","2205"
"Kevin","html","2203"
"sloth","python","2203"
"Martijn Pieters","django","2202"
"Tom","php","2202"
"Jonathon Reinhart","c++","2201"
"Alex","cocoa","2198"
"Yaroslav Bulatov","tensorflow","2198"
"Georg Schölly","opacity","2198"
"Prune","python","2198"
"Ayman Hourieh","redirect","2196"
"Robert","php","2195"
"ghostdog74","linux","2194"
"Sven Marnach","unset","2194"
"Alex Martelli","c++","2194"
"Inbar Rose","python","2191"
"Triptych","arrays","2187"
"Nick","python","2187"
"tmdavison","matplotlib","2184"
"HYRY","numpy","2183"
"Van Gale","python","2182"
"Ayman Hourieh","unix","2181"
"Kiv","python","2176"
"Frédéric Hamidi","python","2175"
"ogrisel","scikit-learn","2174"
"Lasse Vågsæther Karlsen","python","2174"
"Brian","android","2172"
"Martijn Pieters","datetime","2172"
"Ashwini Chaudhary","string","2171"
"Jonathan Leffler","sed","2170"
"Paul","php","2169"
"alecxe","angularjs","2168"
"Noufal Ibrahim","git","2168"
"Petter","python","2165"
"eumiro","dataframe","2164"
"Aman","dataframe","2156"
"Jon Skeet","sorting","2155"
"John La Rooy","list","2154"
"Dave Webb","java","2153"
"Jörg W Mittag","git","2149"
"Praveen Gollakota","python","2149"
"jfs","datetime","2147"
"Ben","java","2146"
"MattH","python","2144"
"Daniel Pryden","memory","2143"
"Daniel Pryden","memory-leaks","2140"
"Rob","iphone","2139"
"John Millikin","guid","2138"
"Aaron Digulla","python","2138"
"Jon Skeet","file-io","2137"
"Jon Skeet","methods","2136"
"Andrew","c#","2136"
"Chris","ios","2135"
"John Millikin","uuid","2132"
"Thomas","javascript","2128"
"ely","pandas","2128"
"e-satis","interface","2127"
"Mario F","python","2127"
"e-satis","abstract-class","2123"
"bmu","python","2119"
"lvc","python","2118"
"Ami Tavory","python","2117"
"James","node.js","2116"
"David Robinson","r","2116"
"jathanism","python","2116"
"Jon Skeet","serialversionuid","2116"
"Mario F","dictionary","2113"
"SilentGhost","list","2112"
"Alexander","swift","2112"
"falsetru","ruby","2111"
"thefourtheye","python-2.7","2111"
"Robert Rossney","python","2108"
"Eric","mysql","2107"
"piRSquared","numpy","2107"
"Petter","file","2107"
"Petter","append","2107"
"Łukasz","python","2106"
"Mario F","data-structures","2104"
"Mario F","sorting","2104"
"Mario F","list","2104"
"Alex Martelli","inheritance","2103"
"dan04","python","2100"
"Mark","d3.js","2098"
"Alex","c++","2097"
"Matthew Flaschen","c#","2095"
"Jon Skeet","null","2094"
"Dan Lenski","list","2094"
"bgporter","python","2094"
"Saullo G. P. Castro","numpy","2093"
"paxdiablo","batch-file","2093"
"Ferdinand Beyer","python","2089"
"Daniel Roseman","django-forms","2088"
"Brandon Rhodes","virtualenv","2087"
"Brandon Rhodes","virtualenvwrapper","2087"
"Wes McKinney","dataframe","2086"
"Johnsyweb","linux","2086"
"John Kugelman","unix","2084"
"Peter","php","2083"
"Greg Hewgill","javascript","2082"
"monkut","python","2081"
"gahooa","python","2079"
"Avaris","python","2078"
"Colonel Panic","pip","2077"
"Paolo Bergantino","html","2077"
"Rohit Jain","string","2077"
"g.d.d.c","python","2077"
"Felix Kling","css-selectors","2076"
"Mureinik","mysql","2075"
"Martijn Pieters","python-decorators","2075"
"MSeifert","numpy","2075"
"gnud","php","2073"
"Martijn Pieters","tuples","2073"
"Tom","c++","2073"
"Tom","collections","2071"
"David Heffernan","pinvoke","2071"
"Jakob Bowyer","python","2071"
"RafaelC","python","2071"
"behzad.nouri","pandas","2070"
"Brian R. Bondy","floating-point","2062"
"Barmar","linux","2059"
"orlp","c++","2058"
"Matthew Flaschen","c","2057"
"Ciro Santilli 新疆改造中心996ICU六四事件","node.js","2056"
"Martijn Pieters","decorator","2056"
"Konrad Rudolph","vb.net","2053"
"Tim Pietzcker","string","2052"
"Jon Skeet","encoding","2051"
"Imran","python","2049"
"jezrael","numpy","2048"
"Andrew Hare","string","2046"
"Lasse Vågsæther Karlsen","left-join","2044"
"Miguel","python","2044"
"LondonRob","python","2044"
"Lasse Vågsæther Karlsen","outer-join","2043"
"ghostdog74","file-io","2043"
"Stephan202","python","2043"
"Ted Petrou","python","2043"
"Ciro Santilli 新疆改造中心996ICU六四事件","npm","2042"
"fmark","python","2042"
"tmdavison","python","2041"
"Peter","java","2039"
"Georg Schölly","python","2039"
"Ber","python","2037"
"Martijn Pieters","class","2037"
"Ted Petrou","pandas","2035"
"luc","python","2035"
"SilentGhost","file","2034"
"Martijn Pieters","utf-8","2033"
"Johannes Charra","python","2033"
"Greg Hewgill","namespaces","2032"
"Greg Hewgill","c#","2032"
"Levon","string","2032"
"Andrew","c++","2031"
"Justin Peel","parsing","2029"
"Justin Peel","json","2029"
"Martijn Pieters","csv","2029"
"Matthew Flaschen","python","2028"
"user2357112","numpy","2026"
"kennytm","c++11","2026"
"Alex Martelli","bash","2023"
"Mark Byers","arrays","2022"
"Rob","xcode","2022"
"Mark","android","2021"
"Martijn Pieters","if-statement","2021"
"Patrick","javascript","2020"
"LondonRob","pandas","2020"
"Ben","c#","2020"
"Jeff","ecmascript-6","2019"
"ogrisel","python","2018"
"Graham Dumpleton","mod-wsgi","2017"
"James","php","2013"
"Stephen Rauch","python","2013"
"Jeff","dataframe","2012"
"Aaron Hall","oop","2011"
"Greg Hewgill","std","2011"
"danben","java","2009"
"paxdiablo","algorithm","2008"
"Mark","favicon","2007"
"Gareth Rees","python","2007"
"Sean Vieira","javascript","2006"
"Jon Skeet","nullable","2003"
"Jon Skeet","hash","2003"
"mac","python","2003"
"thefourtheye","string","2002"
"Felix Kling","dom","2001"
"Stefan","c#","2001"
"Thomas Vander Stichele","python","2001"
"Wiktor Stribiżew","java","2000"
"Jon Skeet","http","1999"
"Josh Lee","gitignore","1992"
"Amadan","ruby","1991"
"sacuL","python","1990"
"Alex","mysql","1988"
"Brian R. Bondy","math","1988"
"Paul Panzer","python","1988"
"dano","multiprocessing","1985"
"Fred Foo","numpy","1985"
"Rob","java","1985"
"Ben","jquery","1984"
"Nick Craig-Wood","go","1981"
"Konrad Rudolph","r","1981"
"Brian R. Bondy","c#","1980"
"Colonel Panic","windows","1979"
"unutbu","scipy","1977"
"alvas","nlp","1974"
"Robert","android","1973"
"Josh Lee","ignore","1973"
"Eugene Yarmash","python","1970"
"Kevin","css","1968"
"nmichaels","python","1966"
"styvane","mongodb","1965"
"orlp","python","1964"
"JBernardo","python","1964"
"Martijn Pieters","encoding","1963"
"Jon Skeet","math","1961"
"Denis Otkidach","python","1960"
"Volatility","python","1958"
"Paul","c#","1957"
"Ben James","scala","1956"
"Roman Pekar","pandas","1955"
"Greg Hewgill","using-directives","1955"
"codaddict","arrays","1954"
"hpaulj","arrays","1954"
"Jon Skeet","regex","1954"
"Wiktor Stribiżew","php","1953"
"Paul D. Waite","css","1953"
"Brian R. Bondy","floating-accuracy","1950"
"pv.","python","1949"
"Tim Pietzcker","java","1948"
"Ryan","objective-c","1946"
"Roman Bodnarchuk","python","1946"
"Tom Christie","django-rest-framework","1945"
"Tom","initialization","1945"
"Charles Duffy","python","1944"
"Rutger Kassies","python","1943"
"Alex Martelli","string","1942"
"John Feminella","python","1941"
"cricket_007","android","1940"
"Jon Skeet","hashmap","1939"
"Tom","html","1937"
"codaddict","unix","1936"
"SilentGhost","readlines","1935"
"Jon Skeet","event-handling","1932"
"Paul D. Waite","html","1931"
"Jared","java","1930"
"chrisb","python","1929"
"Mark Byers","linq","1928"
"Tadeck","javascript","1927"
"Brian R. Bondy","pointers","1927"
"Jon Skeet","garbage-collection","1925"
"John Millikin","setinterval","1925"
"Sven Marnach","python-3.x","1924"
"Jon Skeet","task-parallel-library","1919"
"Andy","python","1919"
"Kasrâmvd","python-3.x","1918"
"Jon Skeet","gethashcode","1918"
"Konrad Rudolph","string","1916"
"Dominic Rodger","django","1915"
"Harley Holcombe","string","1914"
"Manoj Govindan","django","1912"
"Adam Rosenfield","shell","1912"
"paxdiablo","math","1912"
"Brian","javascript","1911"
"PierreBdR","file","1908"
"PierreBdR","file-exists","1908"
